	S33	S19	S50	S62	S63	S48	S9	S82	S80	S24	S87	S41	S61	S6	S90	S91	S73	S67	S59	S38	S66	S58	S57	S79	S23	S43	S56	S70	S99	S52	S2	S14	S27	S26	S13	S22	S85	S31	S34	S8	S11	S39	S30	S77	S93	S92	S40	S21	S7	S97	S89	S46	S54	S95	S69	S5	S47	S88	S36	S28	S76	S72	S4	S98	S64	S55	S45	S15
S77	0.009580500481331	0.009582773113201	0.009816559669311001	0.010284451801911	0.010284144503571	0.010278915382734	0.010284185410936	0.010338398544086	0.010354346917094	0.010327046670464	0.010348367318681	0.010336719545571	0.010342209516446	0.010343465109996001	0.010349197018636	0.010364886136336	0.010345520221552	0.010317893113252	0.010322032794681999	0.010310512909392	0.010315861962106	0.010340632182993	0.010489612807373	0.0103080320698	0.01030041435597	0.010305415179011	0.010307559130197	0.010304791260026001	0.0103039281096	0.010305788947219001	0.010270418572927001	0.010022815913131	0.009593928224700999	0.00959519390368	0.009593076289555	0.009649034308361	0.009659242026311	0.009654532608191001	0.009657239898121	0.009655527691391	0.0026114335084109997	0.000282999188111	0.000124874220821	0.0	7.3249720322e-05	7.4903715697e-05	6.570901173399999e-05	5.9142549604e-05	6.231025095799999e-05	7.602873540999998e-05	7.3724902705e-05	6.8601013054e-05	8.0295687686e-05	0.005823632031610999	0.006865941634910999	0.006979965839220999	0.008622861591791	0.007997667530791	0.008534732785821	0.007764551177411	0.009680876426211	0.009565141374877	0.009549165525447	0.009572302773895999	0.010439881590315999	0.009758905276116	0.012796525435711	0.012914481578071001
S93	0.009585216240412999	0.009587488872283001	0.009821275428393	0.010289167560993	0.010288860262653	0.010283631141816001	0.010288901170018	0.010343114303168002	0.010359062676176	0.010331762429546	0.010353083077763	0.010341435304653	0.010346925275528	0.010348180869078	0.010353912777718001	0.010369601895418	0.010350235980634	0.010322608872334	0.010326748553764	0.010315228668474001	0.010320577721187999	0.010345347942075	0.010494328566455002	0.010312747828882	0.010305130115052002	0.010310130938093	0.010312274889279001	0.010309507019108	0.010308643868682	0.010310504706301	0.010275134332009	0.010027531672213	0.009598643983783	0.009599909662762	0.009597792048637001	0.009653750067443	0.009663957785393001	0.009659248367273	0.009661955657203	0.009660243450473002	0.002616149267493	0.00028771494719300004	0.000129589979903	7.3249720322e-05	0.0	5.085529179e-06	7.042477081599999e-05	6.3858308686e-05	6.702601003999999e-05	8.074449449199998e-05	7.8440661787e-05	7.3316772136e-05	8.5011446768e-05	0.005828347790693	0.006870657393993	0.006984681598303	0.008627577350873	0.008002383289873	0.008539448544903	0.007769266936493	0.009685592185293001	0.009569857133959001	0.009553881284529001	0.009577018532978	0.010444597349398	0.009763621035198001	0.012801241194793	0.012919197337153002
S92	0.009586870235788001	0.009589142867658	0.009822929423768001	0.010290821556368	0.010290514258028	0.010285285137191	0.010290555165393001	0.010344768298543	0.010360716671551001	0.010333416424921001	0.010354737073138002	0.010343089300028	0.010348579270903002	0.010349834864453001	0.010355566773093	0.010371255890793001	0.010351889976009	0.010324262867709	0.010328402549139	0.010316882663849	0.010322231716563001	0.010347001937450001	0.01049598256183	0.010314401824257	0.010306784110427	0.010311784933468002	0.010313928884654	0.010311161014483	0.010310297864057	0.010312158701676	0.010276788327384	0.010029185667588002	0.009600297979158	0.009601563658137	0.009599446044012	0.009655404062818	0.009665611780768	0.009660902362648001	0.009663609652578	0.009661897445848	0.002617803262868	0.000289368942568	0.000131243975278	7.4903715697e-05	5.085529179e-06	0.0	7.2078766191e-05	6.5512304061e-05	6.8680005415e-05	8.2398489867e-05	8.0094657162e-05	7.4970767511e-05	8.6665442143e-05	0.005830001786068	0.006872311389368	0.006986335593678001	0.008629231346248	0.008004037285248001	0.008541102540278	0.007770920931868	0.009687246180668001	0.009571511129334001	0.009555535279904001	0.009578672528353	0.010446251344773	0.009765275030573001	0.012802895190168001	0.012920851332528002
S40	0.009570911511663	0.009573184143533	0.009806970699643001	0.010274862832243	0.010274555533903	0.010269326413066	0.010274596441268	0.010328809574418	0.010344757947426	0.010317457700796	0.010338778349013	0.010327130575903	0.010332620546778	0.010333876140328001	0.010339608048968	0.010355297166668	0.010335931251884	0.010308304143584	0.010312443825013999	0.010300923939724	0.010306272992438	0.010331043213325	0.010480023837705	0.010298443100132	0.010290825386302	0.010295826209343	0.010297970160529	0.010295202290358001	0.010294339139932	0.010296199977551001	0.010260829603259001	0.010013226943463	0.009584339255032999	0.009585604934012	0.009583487319887	0.009639445338693	0.009649653056643	0.009644943638523001	0.009647650928453	0.009645938721723	0.0026018445387429997	0.000273410218443	0.000115285251153	6.570901173399999e-05	7.042477081599999e-05	7.2078766191e-05	0.0	4.0455591909999996e-05	4.9678173096e-05	6.643976574199999e-05	6.413593303699999e-05	5.9012043385999996e-05	7.0706718018e-05	0.005814043061942999	0.006856352665242999	0.006970376869552999	0.008613272622123	0.007988078561123	0.008525143816153	0.007754962207743	0.009671287456543	0.009555552405209	0.009539576555779	0.009562713804227999	0.010430292620647999	0.009749316306448	0.012786936466043	0.012904892608403001
S21	0.009564345049533001	0.009566617681403	0.009800404237513001	0.010268296370113	0.010267989071773	0.010262759950936	0.010268029979138001	0.010322243112288	0.010338191485296001	0.010310891238666001	0.010332211886883002	0.010320564113773	0.010326054084648002	0.010327309678198001	0.010333041586838	0.010348730704538001	0.010329364789754	0.010301737681454001	0.010305877362884	0.010294357477594	0.010299706530308001	0.010324476751195001	0.010473457375575	0.010291876638002	0.010284258924172	0.010289259747213002	0.010291403698399	0.010288635828228001	0.010287772677802001	0.010289633515421	0.010254263141129	0.010006660481333002	0.009577772792903	0.009579038471882	0.009576920857757	0.009632878876563	0.009643086594513	0.009638377176393001	0.009641084466323	0.009639372259593	0.002595278076613	0.000266843756313	0.000108718789023	5.9142549604e-05	6.3858308686e-05	6.5512304061e-05	4.0455591909999996e-05	0.0	4.3111710965999995e-05	5.9873303611999996e-05	5.7569470907e-05	5.2445581256e-05	6.4140255888e-05	0.005807476599813	0.0068497862031130004	0.006963810407423001	0.008606706159993	0.007981512098993001	0.008518577354023	0.007748395745613	0.009664720994413002	0.009548985943079001	0.009533010093649001	0.009556147342098	0.010423726158518	0.009742749844318001	0.012780370003913001	0.012898326146273002
S7	0.009567512750887	0.009569785382757	0.009803571938867002	0.010271464071467	0.010271156773127	0.010265927652290001	0.010271197680492	0.010325410813642001	0.01034135918665	0.01031405894002	0.010335379588237001	0.010323731815127	0.010329221786002001	0.010330477379552002	0.010336209288192	0.010351898405892	0.010332532491108	0.010304905382808	0.010309045064238	0.010297525178948	0.010302874231662	0.010327644452549	0.010476625076929001	0.010295044339356001	0.010287426625526001	0.010292427448567001	0.010294571399753	0.010291803529582002	0.010290940379156	0.010292801216775001	0.010257430842483001	0.010009828182687001	0.009580940494257	0.009582206173236001	0.009580088559111001	0.009636046577917001	0.009646254295867001	0.009641544877747002	0.009644252167677	0.009642539960947001	0.002598445777967	0.000270011457667	0.000111886490377	6.231025095799999e-05	6.702601003999999e-05	6.8680005415e-05	4.9678173096e-05	4.3111710965999995e-05	0.0	6.304100496599999e-05	6.0737172261e-05	5.5613282609999995e-05	6.730795724199999e-05	0.0058106443011669996	0.006852953904467	0.006966978108777	0.008609873861347001	0.007984679800347	0.008521745055377	0.007751563446967	0.009667888695767	0.009552153644433	0.009536177795003	0.009559315043452	0.010426893859872	0.009745917545672	0.012783537705267	0.012901493847627002
S97	0.009579231234339	0.009581503866209	0.009815290422319	0.010283182554919001	0.010282875256579001	0.010277646135742	0.010282916163944	0.010337129297094001	0.010353077670102	0.010325777423472002	0.010347098071689001	0.010335450298579001	0.010340940269454	0.010342195863004	0.010347927771644	0.010363616889344	0.010344250974560001	0.010316623866260002	0.010320763547690001	0.0103092436624	0.010314592715114	0.010339362936001	0.010488343560381001	0.010306762822808	0.010299145108978001	0.010304145932019	0.010306289883205	0.010303522013034	0.010302658862608002	0.010304519700227	0.010269149325935	0.010021546666139	0.009592658977709001	0.009593924656688	0.009591807042563	0.009647765061369	0.009657972779319	0.009653263361199	0.009655970651129001	0.009654258444399001	0.002610164261419	0.000281729941119	0.000123604973829	7.602873540999998e-05	8.074449449199998e-05	8.2398489867e-05	6.643976574199999e-05	5.9873303611999996e-05	6.304100496599999e-05	0.0	5.7727197469999995e-06	5.3643622616e-05	6.885626352399999e-05	0.005822362784618999	0.0068646723879189995	0.006978696592229	0.008621592344799001	0.007996398283799	0.008533463538829	0.007763281930419	0.009679607179219	0.009563872127885	0.009547896278455	0.009571033526904	0.010438612343324	0.009757636029124	0.012795256188719	0.012913212331079001
S89	0.009576927401634	0.009579200033504001	0.009812986589614001	0.010280878722214	0.010280571423874	0.010275342303037002	0.010280612331239	0.010334825464389002	0.010350773837397	0.010323473590767001	0.010344794238984	0.010333146465874	0.010338636436749	0.010339892030299001	0.010345623938939001	0.010361313056639	0.010341947141855	0.010314320033555001	0.010318459714985	0.010306939829695001	0.010312288882409	0.010337059103296	0.010486039727676002	0.010304458990103	0.010296841276273002	0.010301842099314	0.010303986050500001	0.010301218180329001	0.010300355029903	0.010302215867522	0.01026684549323	0.010019242833434	0.009590355145004	0.009591620823983	0.009589503209858002	0.009645461228664	0.009655668946614002	0.009650959528494001	0.009653666818424	0.009651954611694002	0.002607860428714	0.000279426108414	0.000121301141124	7.3724902705e-05	7.8440661787e-05	8.0094657162e-05	6.413593303699999e-05	5.7569470907e-05	6.0737172261e-05	5.7727197469999995e-06	0.0	5.1339789911000004e-05	6.6552430819e-05	0.005820058951914	0.006862368555214	0.006976392759524001	0.008619288512094	0.007994094451094001	0.008531159706124	0.007760978097714	0.009677303346514001	0.009561568295180001	0.009545592445750001	0.009568729694199	0.010436308510619	0.009755332196419001	0.012792952356014001	0.012910908498374002
S46	0.009571803511983	0.009574076143853	0.009807862699963001	0.010275754832563	0.010275447534223	0.010270218413386	0.010275488441588	0.010329701574738	0.010345649947746	0.010318349701116	0.010339670349333	0.010328022576222999	0.010333512547098	0.010334768140648001	0.010340500049288	0.010356189166988	0.010336823252204	0.010309196143904	0.010313335825333999	0.010301815940044	0.010307164992758	0.010331935213645	0.010480915838025	0.010299335100452	0.010291717386622	0.010296718209663	0.010298862160849	0.010296094290678001	0.010295231140252	0.010297091977871	0.010261721603579	0.010014118943783	0.009585231255352999	0.009586496934332	0.009584379320207	0.009640337339013	0.009650545056963	0.009645835638843001	0.009648542928772999	0.009646830722043	0.002602736539063	0.000274302218763	0.000116177251473	6.8601013054e-05	7.3316772136e-05	7.4970767511e-05	5.9012043385999996e-05	5.2445581256e-05	5.5613282609999995e-05	5.3643622616e-05	5.1339789911000004e-05	0.0	6.1428541168e-05	0.005814935062262999	0.006857244665562999	0.006971268869872999	0.008614164622443	0.007988970561443	0.008526035816473	0.0077558542080629995	0.009672179456863	0.009556444405529	0.009540468556099	0.009563605804547999	0.010431184620967999	0.009750208306768	0.012787828466363	0.012905784608723
S54	0.009583498186615	0.009585770818485	0.009819557374595	0.010287449507195002	0.010287142208855002	0.010281913088018001	0.01028718311622	0.010341396249370001	0.010357344622378	0.010330044375748002	0.010351365023965001	0.010339717250855002	0.010345207221730001	0.01034646281528	0.01035219472392	0.01036788384162	0.010348517926836002	0.010320890818536002	0.010325030499966002	0.010313510614676	0.01031885966739	0.010343629888277	0.010492610512657001	0.010311029775084	0.010303412061254002	0.010308412884295001	0.010310556835481	0.01030778896531	0.010306925814884002	0.010308786652503	0.010273416278211	0.010025813618415001	0.009596925929985001	0.009598191608964	0.009596073994839001	0.009652032013645	0.009662239731595001	0.009657530313475	0.009660237603405002	0.009658525396675001	0.002614431213695	0.000285996893395	0.000127871926105	8.0295687686e-05	8.5011446768e-05	8.6665442143e-05	7.0706718018e-05	6.4140255888e-05	6.730795724199999e-05	6.885626352399999e-05	6.6552430819e-05	6.1428541168e-05	0.0	0.005826629736895	0.006868939340195	0.006982963544505	0.008625859297075001	0.008000665236075	0.008537730491105	0.007767548882695	0.009683874131495001	0.009568139080161001	0.009552163230731001	0.00957530047918	0.0104428792956	0.0097619029814	0.012799523140995	0.012917479283355002
S95	0.006163697048520001	0.006165969680390001	0.006399756236500001	0.006867648369100001	0.006867341070760001	0.006862111949923001	0.006867381978125001	0.006921595111275001	0.006937543484283001	0.006910243237653001	0.0069315638858700014	0.006919916112760001	0.006925406083635001	0.006926661677185001	0.006932393585825001	0.006948082703525001	0.006928716788741001	0.006901089680441001	0.006905229361871001	0.006893709476581001	0.006899058529295001	0.006923828750182001	0.007072809374562001	0.006891228636989001	0.006883610923159002	0.006888611746200001	0.006890755697386001	0.006887987827215001	0.006887124676789001	0.006888985514408001	0.006853615140116001	0.006606012480320001	0.006177124791890001	0.006178390470869001	0.006176272856744001	0.006232230875550001	0.006242438593500001	0.006237729175380001	0.006240436465310001	0.006238724258580001	0.0046335039016	0.0058401914773	0.005789836361389999	0.005823632031610999	0.005828347790693	0.005830001786068	0.005814043061942999	0.005807476599813	0.0058106443011669996	0.005822362784618999	0.005820058951914	0.005814935062262999	0.005826629736895	0.0	0.0018529089521	0.00196693315641	0.00360982890898	0.0029846348479800004	0.00352170010301	0.0043477477446	0.0062640729934	0.006148337942066	0.006132362092636	0.0061554993410850006	0.007023078157505001	0.006342101843305	0.0093797220029	0.009497678145260001
S69	0.00720600665182	0.00720827928369	0.0074420658398000016	0.007909957972400001	0.007909650674060001	0.007904421553223	0.007909691581425	0.007963904714575	0.007979853087583	0.007952552840953002	0.00797387348917	0.007962225716060001	0.007967715686935	0.007968971280485002	0.007974703189125	0.007990392306825	0.007971026392041001	0.007943399283741001	0.007947538965171001	0.007936019079881	0.007941368132595	0.007966138353482	0.008115118977862	0.007933538240289001	0.007925920526459001	0.0079309213495	0.007933065300686	0.007930297430515001	0.007929434280089001	0.007931295117708001	0.007895924743416001	0.007648322083620001	0.007219434395190001	0.007220700074169001	0.007218582460044001	0.007274540478850001	0.0072847481968000005	0.0072800387786800015	0.007282746068610001	0.007281033861880001	0.0056758135049	0.0068825010806	0.006832145964689999	0.006865941634910999	0.006870657393993	0.006872311389368	0.006856352665242999	0.0068497862031130004	0.006852953904467	0.0068646723879189995	0.006862368555214	0.006857244665562999	0.006868939340195	0.0018529089521	0.0	0.00053455107771	0.00217744683028	0.00155225276928	0.0020893180243100004	0.0053900573479	0.0073063825967	0.007190647545366	0.007174671695936	0.007197808944385001	0.008065387760805	0.007384411446605	0.0104220316062	0.010539987748560001
S5	0.00732003085613	0.007322303488	0.007556090044110001	0.00802398217671	0.00802367487837	0.008018445757533	0.008023715785735	0.008077928918885001	0.008093877291893	0.008066577045263	0.008087897693480001	0.00807624992037	0.008081739891245	0.008082995484795	0.008088727393435	0.008104416511135	0.008085050596351	0.008057423488051	0.008061563169481	0.008050043284191	0.008055392336905	0.008080162557792	0.008229143182172001	0.008047562444599	0.008039944730769001	0.00804494555381	0.008047089504996	0.008044321634825	0.008043458484399	0.008045319322018	0.008009948947726	0.007762346287930001	0.0073334585995	0.007334724278479	0.007332606664354001	0.00738856468316	0.007398772401110001	0.007394062982990001	0.00739677027292	0.007395058066190001	0.0057898377092100006	0.00699652528491	0.0069461701689999995	0.006979965839220999	0.006984681598303	0.006986335593678001	0.006970376869552999	0.006963810407423001	0.006966978108777	0.006978696592229	0.006976392759524001	0.006971268869872999	0.006982963544505	0.00196693315641	0.00053455107771	0.0	0.00223253812577	0.0016073440647699998	0.0021444093197999997	0.005504081552209999	0.00742040680101	0.007304671749676	0.007288695900246	0.007311833148695	0.008179411965115	0.007498435650915	0.01053605581051	0.010654011952870001
S47	0.0089629266087	0.008965199240570002	0.009198985796680001	0.009666877929280001	0.009666570630940001	0.009661341510103002	0.009666611538305	0.009720824671455002	0.009736773044463	0.009709472797833001	0.00973079344605	0.00971914567294	0.009724635643815	0.009725891237365001	0.009731623146005002	0.009747312263705	0.009727946348921001	0.009700319240621001	0.009704458922051	0.009692939036761002	0.009698288089475	0.009723058310362	0.009872038934742002	0.009690458197169	0.009682840483339002	0.00968784130638	0.009689985257566001	0.009687217387395001	0.009686354236969001	0.009688215074588	0.009652844700296	0.0094052420405	0.00897635435207	0.008977620031049	0.008975502416924002	0.00903146043573	0.009041668153680002	0.009036958735560001	0.00903966602549	0.009037953818760002	0.00743273346178	0.008639421037480001	0.00858906592157	0.008622861591791	0.008627577350873	0.008629231346248	0.008613272622123	0.008606706159993	0.008609873861347001	0.008621592344799001	0.008619288512094	0.008614164622443	0.008625859297075001	0.00360982890898	0.00217744683028	0.00223253812577	0.0	0.0008317379682	0.00149510616437	0.00714697730478	0.009063302553580002	0.008947567502246002	0.008931591652816002	0.008954728901265	0.009822307717685	0.009141331403485001	0.012178951563080001	0.012296907705440003
S88	0.0083377325477	0.00834000517957	0.00857379173568	0.009041683868280002	0.009041376569940002	0.009036147449103001	0.009041417477305	0.009095630610455001	0.009111578983463	0.009084278736833002	0.009105599385050001	0.009093951611940002	0.009099441582815001	0.009100697176365	0.009106429085005	0.009122118202705	0.009102752287921002	0.009075125179621002	0.009079264861051001	0.009067744975761	0.009073094028475	0.009097864249362	0.009246844873742001	0.009065264136169	0.009057646422339001	0.009062647245380001	0.009064791196566	0.009062023326395	0.009061160175969002	0.009063021013588	0.009027650639296	0.008780047979500001	0.00835116029107	0.008352425970049	0.008350308355924001	0.00840626637473	0.008416474092680001	0.00841176467456	0.00841447196449	0.008412759757760001	0.006807539400780001	0.00801422697648	0.00796387186057	0.007997667530791	0.008002383289873	0.008004037285248001	0.007988078561123	0.007981512098993001	0.007984679800347	0.007996398283799	0.007994094451094001	0.007988970561443	0.008000665236075	0.0029846348479800004	0.00155225276928	0.0016073440647699998	0.0008317379682	0.0	0.00086991210337	0.00652178324378	0.00843810849258	0.008322373441246	0.008306397591816	0.008329534840265001	0.009197113656685001	0.008516137342485	0.01155375750208	0.011671713644440002
S36	0.00887479780273	0.008877070434600001	0.00911085699071	0.009578749123310002	0.009578441824970002	0.009573212704133001	0.009578482732335001	0.009632695865485002	0.009648644238493001	0.009621343991863002	0.009642664640080002	0.009631016866970002	0.009636506837845001	0.009637762431395	0.009643494340035001	0.009659183457735001	0.009639817542951002	0.009612190434651002	0.009616330116081002	0.009604810230791001	0.009610159283505	0.009634929504392	0.009783910128772002	0.009602329391199	0.009594711677369002	0.009599712500410001	0.009601856451596	0.009599088581425	0.009598225430999002	0.009600086268618	0.009564715894326	0.009317113234530001	0.008888225546100002	0.008889491225079	0.008887373610954001	0.00894333162976	0.008953539347710001	0.00894882992959	0.008951537219520002	0.008949825012790001	0.007344604655809999	0.00855129223151	0.0085009371156	0.008534732785821	0.008539448544903	0.008541102540278	0.008525143816153	0.008518577354023	0.008521745055377	0.008533463538829	0.008531159706124	0.008526035816473	0.008537730491105	0.00352170010301	0.0020893180243100004	0.0021444093197999997	0.00149510616437	0.00086991210337	0.0	0.007058848498810001	0.008975173747610001	0.008859438696276001	0.008843462846846001	0.008866600095295	0.009734178911715	0.009053202597515	0.01209082275711	0.012208778899470002
S28	0.00645773716532	0.00646000979719	0.0066937963533000005	0.0071616884859	0.00716138118756	0.007156152066723	0.007161422094925	0.0072156352280750005	0.007231583601083	0.0072042833544530005	0.0072256040026700006	0.00721395622956	0.007219446200435	0.0072207017939850005	0.007226433702625	0.007242122820325	0.007222756905541	0.007195129797241	0.007199269478671	0.007187749593381	0.007193098646095	0.007217868866982	0.0073668494913620005	0.007185268753789	0.007177651039959001	0.007182651863	0.007184795814186	0.007182027944015	0.007181164793589	0.007183025631208	0.007147655256916	0.00690005259712	0.00647116490869	0.006472430587669	0.006470312973544	0.00652627099235	0.0065364787103	0.0065317692921800004	0.00653447658211	0.0065327643753800005	0.0065744230474	0.0077811106231	0.00773075550719	0.007764551177411	0.007769266936493	0.007770920931868	0.007754962207743	0.007748395745613	0.007751563446967	0.007763281930419	0.007760978097714	0.0077558542080629995	0.007767548882695	0.0043477477446	0.0053900573479	0.005504081552209999	0.00714697730478	0.00652178324378	0.007058848498810001	0.0	0.0030177233822	0.002901988330866	0.002886012481436	0.002909149729885	0.003776728546305	0.003095752232105	0.0061333723917	0.006251328534060001
S76	0.00837406241412	0.00837633504599	0.0086101216021	0.009078013734700002	0.009077706436360002	0.009072477315523	0.009077747343725	0.009131960476875001	0.009147908849883	0.009120608603253002	0.009141929251470001	0.009130281478360001	0.009135771449235	0.009137027042785002	0.009142758951425	0.009158448069125	0.009139082154341002	0.009111455046041002	0.009115594727471001	0.009104074842181	0.009109423894895	0.009134194115782	0.009283174740162001	0.009101594002589001	0.009093976288759001	0.009098977111800001	0.009101121062986	0.009098353192815002	0.009097490042389002	0.009099350880008001	0.009063980505716001	0.008816377845920001	0.008387490157490001	0.008388755836469	0.008386638222344001	0.00844259624115	0.0084528039591	0.00844809454098	0.008450801830910001	0.008449089624180001	0.008490748296200001	0.009697435871900001	0.00964708075599	0.009680876426211	0.009685592185293001	0.009687246180668001	0.009671287456543	0.009664720994413002	0.009667888695767	0.009679607179219	0.009677303346514001	0.009672179456863	0.009683874131495001	0.0062640729934	0.0073063825967	0.00742040680101	0.009063302553580002	0.00843810849258	0.008975173747610001	0.0030177233822	0.0	0.00033117096626600004	0.00031519511683600007	0.00033833236528500006	0.001205911181705	0.000524934867505	0.0052016938924999995	0.00531965003486
S72	0.008258327362786	0.008260599994656	0.008494386550766002	0.008962278683366002	0.008961971385026002	0.008956742264189	0.008962012292391	0.009016225425541001	0.009032173798549	0.009004873551919002	0.009026194200136001	0.009014546427026001	0.009020036397901	0.009021291991451002	0.009027023900091	0.009042713017791	0.009023347103007002	0.008995719994707002	0.008999859676137001	0.008988339790847	0.008993688843561	0.009018459064448	0.009167439688828001	0.008985858951255001	0.008978241237425001	0.008983242060466001	0.008985386011652	0.008982618141481002	0.008981754991055002	0.008983615828674001	0.008948245454382001	0.008700642794586001	0.008271755106156	0.008273020785135001	0.008270903171010001	0.008326861189816001	0.008337068907766	0.008332359489646002	0.008335066779576	0.008333354572846001	0.008375013244866	0.009581700820566	0.009531345704656	0.009565141374877	0.009569857133959001	0.009571511129334001	0.009555552405209	0.009548985943079001	0.009552153644433	0.009563872127885	0.009561568295180001	0.009556444405529	0.009568139080161001	0.006148337942066	0.007190647545366	0.007304671749676	0.008947567502246002	0.008322373441246	0.008859438696276001	0.002901988330866	0.00033117096626600004	0.0	5.805340431e-05	9.018708381099999e-05	0.0009577659002310001	0.00027678958603100004	0.0050859588411659995	0.005203914983526
S4	0.008242351513356	0.008244624145226	0.008478410701336002	0.008946302833936002	0.008945995535596002	0.008940766414759	0.008946036442961	0.009000249576111001	0.009016197949119	0.008988897702489002	0.009010218350706001	0.008998570577596001	0.009004060548471	0.009005316142021002	0.009011048050661	0.009026737168361	0.009007371253577002	0.008979744145277002	0.008983883826707001	0.008972363941417	0.008977712994131	0.009002483215018	0.009151463839398001	0.008969883101825001	0.008962265387995001	0.008967266211036001	0.008969410162222	0.008966642292051002	0.008965779141625002	0.008967639979244001	0.008932269604952001	0.008684666945156001	0.008255779256726	0.008257044935705001	0.008254927321580001	0.008310885340386001	0.008321093058336	0.008316383640216002	0.008319090930146	0.008317378723416001	0.008359037395436	0.009565724971136001	0.009515369855226	0.009549165525447	0.009553881284529001	0.009555535279904001	0.009539576555779	0.009533010093649001	0.009536177795003	0.009547896278455	0.009545592445750001	0.009540468556099	0.009552163230731001	0.006132362092636	0.007174671695936	0.007288695900246	0.008931591652816002	0.008306397591816	0.008843462846846001	0.002886012481436	0.00031519511683600007	5.805340431e-05	0.0	7.4211234381e-05	0.0009417900508010001	0.000260813736601	0.005069982991736	0.005187939134096
S98	0.008265488761805	0.008267761393675	0.008501547949785002	0.008969440082385	0.008969132784045	0.008963903663208	0.008969173691409999	0.00902338682456	0.009039335197568	0.009012034950938	0.009033355599155	0.009021707826045	0.00902719779692	0.00902845339047	0.009034185299109999	0.009049874416809999	0.009030508502026	0.009002881393726	0.009007021075156	0.008995501189866	0.009000850242579999	0.009025620463466999	0.009174601087847	0.008993020350274	0.008985402636444	0.008990403459485	0.008992547410670999	0.0089897795405	0.008988916390074	0.008990777227693	0.008955406853401	0.008707804193605001	0.008278916505175	0.008280182184154002	0.008278064570029001	0.008334022588835002	0.008344230306785001	0.008339520888665002	0.008342228178595	0.008340515971865001	0.008382174643885	0.009588862219585	0.009538507103674999	0.009572302773895999	0.009577018532978	0.009578672528353	0.009562713804227999	0.009556147342098	0.009559315043452	0.009571033526904	0.009568729694199	0.009563605804547999	0.00957530047918	0.0061554993410850006	0.007197808944385001	0.007311833148695	0.008954728901265	0.008329534840265001	0.008866600095295	0.002909149729885	0.00033833236528500006	9.018708381099999e-05	7.4211234381e-05	0.0	0.0009620036606	0.00028102734640000004	0.005093120240185	0.005211076382545
S64	0.009133067578225	0.009135340210095001	0.009369126766205	0.009837018898805	0.009836711600465	0.009831482479628	0.00983675250783	0.00989096564098	0.009906914013988	0.009879613767358	0.009900934415575	0.009889286642465	0.00989477661334	0.00989603220689	0.00990176411553	0.00991745323323	0.009898087318446	0.009870460210146	0.009874599891576	0.009863080006286	0.009868429058999999	0.009893199279886999	0.010042179904267	0.009860599166694	0.009852981452864	0.009857982275905	0.009860126227090999	0.00985735835692	0.009856495206494	0.009858356044113	0.009822985669821	0.009575383010025001	0.009146495321595	0.009147761000574	0.009145643386449001	0.009201601405255	0.009211809123205001	0.009207099705085	0.009209806995015	0.009208094788285002	0.009249753460305	0.010456441036005	0.010406085920095	0.010439881590315999	0.010444597349398	0.010446251344773	0.010430292620647999	0.010423726158518	0.010426893859872	0.010438612343324	0.010436308510619	0.010431184620967999	0.0104428792956	0.007023078157505001	0.008065387760805	0.008179411965115	0.009822307717685	0.009197113656685001	0.009734178911715	0.003776728546305	0.001205911181705	0.0009577659002310001	0.0009417900508010001	0.0009620036606	0.0	0.0010012276658	0.005960699056605	0.006078655198965
S55	0.008452091264025	0.008454363895895	0.008688150452005002	0.009156042584605001	0.009155735286265001	0.009150506165428	0.00915577619363	0.00920998932678	0.009225937699788	0.009198637453158002	0.009219958101375	0.009208310328265001	0.00921380029914	0.009215055892690002	0.00922078780133	0.00923647691903	0.009217111004246001	0.009189483895946001	0.009193623577376001	0.009182103692086	0.0091874527448	0.009212222965687	0.009361203590067	0.009179622852494001	0.009172005138664	0.009177005961705	0.009179149912891	0.009176382042720001	0.009175518892294001	0.009177379729913001	0.009142009355621001	0.008894406695825	0.008465519007395	0.008466784686374	0.008464667072249	0.008520625091055	0.008530832809005	0.008526123390885001	0.008528830680815001	0.008527118474085	0.008568777146105001	0.009775464721805	0.009725109605895	0.009758905276116	0.009763621035198001	0.009765275030573001	0.009749316306448	0.009742749844318001	0.009745917545672	0.009757636029124	0.009755332196419001	0.009750208306768	0.0097619029814	0.006342101843305	0.007384411446605	0.007498435650915	0.009141331403485001	0.008516137342485	0.009053202597515	0.003095752232105	0.000524934867505	0.00027678958603100004	0.000260813736601	0.00028102734640000004	0.0010012276658	0.0	0.005279722742405	0.005397678884765
